    1.0016878866e-02     5.5260028356e+01
    1.0033786221e-02     5.5257075693e+01
    1.0050722114e-02     5.5253559325e+01
    1.0067686593e-02     5.5250732414e+01
    1.0084679706e-02     5.5247872244e+01
    1.0101701501e-02     5.5246679358e+01
    1.0118752028e-02     5.5246276989e+01
    1.0135831333e-02     5.5247405907e+01
    1.0152939467e-02     5.5248747629e+01
    1.0170076477e-02     5.5250416311e+01
    1.0187242413e-02     5.5250519519e+01
    1.0204437322e-02     5.5249290956e+01
    1.0221661255e-02     5.5245211850e+01
    1.0238914260e-02     5.5239204600e+01
    1.0256196386e-02     5.5230569540e+01
    1.0273507682e-02     5.5220650090e+01
    1.0290848197e-02     5.5209112391e+01
    1.0308217982e-02     5.5197490824e+01
    1.0325617085e-02     5.5185303443e+01
    1.0343045555e-02     5.5174097761e+01
    1.0360503443e-02     5.5163249168e+01
    1.0377990797e-02     5.5153987857e+01
    1.0395507669e-02     5.5145689896e+01
    1.0413054106e-02     5.5139623940e+01
    1.0430630161e-02     5.5134863956e+01
    1.0448235881e-02     5.5132226517e+01
    1.0465871318e-02     5.5130597180e+01
    1.0483536522e-02     5.5130486880e+01
    1.0501231542e-02     5.5130326949e+01
    1.0518956430e-02     5.5130495995e+01
    1.0536711235e-02     5.5129399449e+01
    1.0554496009e-02     5.5127232051e+01
    1.0572310801e-02     5.5122659312e+01
    1.0590155662e-02     5.5116250873e+01
    1.0608030644e-02     5.5107236941e+01
    1.0625935796e-02     5.5096842795e+01
    1.0643871171e-02     5.5084631848e+01
    1.0661836818e-02     5.5072373193e+01
    1.0679832789e-02     5.5059857171e+01
    1.0697859135e-02     5.5048703293e+01
    1.0715915908e-02     5.5038873690e+01
    1.0734003159e-02     5.5031189993e+01
    1.0752120938e-02     5.5024667910e+01
    1.0770269299e-02     5.5019840460e+01
    1.0788448292e-02     5.5015124118e+01
    1.0806657969e-02     5.5010471391e+01
    1.0824898382e-02     5.5004448783e+01
    1.0843169582e-02     5.4997550426e+01
    1.0861471623e-02     5.4989240518e+01
    1.0879804555e-02     5.4981131756e+01
    1.0898168431e-02     5.4973502487e+01
    1.0916563303e-02     5.4968380502e+01
    1.0934989224e-02     5.4965503898e+01
    1.0953446245e-02     5.4965965567e+01
    1.0971934420e-02     5.4968161524e+01
    1.0990453801e-02     5.4971557435e+01
    1.1009004440e-02     5.4973548946e+01
    1.1027586391e-02     5.4973181221e+01
    1.1046199706e-02     5.4968439263e+01
    1.1064844438e-02     5.4959748648e+01
    1.1083520640e-02     5.4947069539e+01
    1.1102228366e-02     5.4932930305e+01
    1.1120967668e-02     5.4918528053e+01
    1.1139738600e-02     5.4906603602e+01
    1.1158541215e-02     5.4897842896e+01
    1.1177375567e-02     5.4893521624e+01
    1.1196241709e-02     5.4892232280e+01
