4020.78612796 2358.24216739
5036.10553686 2447.89443581
5192.33230945 2459.09845559
3171.76299135 2516.59932132
5352.10691879 2616.1483494
2347.71667967 2614.01088737
3845.18051404 2636.01843494
4789.8593167 2657.07037048
3543.5224643 2768.55780388
2412.87515073 2850.37328366
3215.87776385 2846.91065898
2674.14287746 2924.19771193
2523.61501636 2939.23005373
2839.52042303 2986.78265102
4600.46561903 3048.70463995
3882.00631505 3127.3246234
3462.55791267 3174.10258211
3241.10707584 3258.50003624
3465.18272685 3270.93644444
2623.12341586 3341.81649945
5699.37325797 3451.89198232
3849.80674992 3480.88361171
2346.14920544 3480.35219344
3319.17108528 3571.7776905
5631.37611876 3600.03998914
4868.79137939 3614.90827155
4940.84789819 3683.380431
3646.05087175 3775.50543042
4909.32832471 3896.84972623
3097.69160226 3913.90656558
2729.29225002 3956.81933663
4897.44931345 4033.40084231
4095.39655492 4070.82911708
3037.88393797 4090.5284496
3242.05575344 4114.6700924
2896.97388048 4132.27289789
5818.18708731 4154.45013585
5438.6061871 4156.60117277
3741.21406392 4198.55632679
5433.20129093 4309.22379137
3662.45257746 4313.42528202
5309.49034151 4347.88097593
4081.01383268 4347.99732414
5819.40238453 4350.92173742
2342.25317651 4348.74357108
2928.5433633 4353.57699128
4454.37429447 4469.59677704
3163.30061269 4490.33509464
3078.45880268 4618.51109853
4781.10113403 4631.57117411
5363.56703276 4671.8307551
3566.17536208 4674.21659059
3458.56551351 4688.16568307
3095.04286247 4783.27210953
4909.84583508 4802.17474818
4066.49665416 4935.61739053
4405.16117209 4965.68350404
3459.76543998 4957.52667268
3208.99054552 5048.32860396
2965.07507811 5129.50045524
3722.57429862 5151.28088817
2337.59016501 5221.11691737
5704.90039933 5253.21316844
3847.51111018 5218.30940226
