  0.100270E-04  0.241329E+07  0.241329E+07  0.321754E+07  0.321754E+07  0.000000E+00  0.241329E+07
  0.101277E-04  0.241329E+07  0.241329E+07  0.321754E+07  0.321754E+07  0.000000E+00  0.241329E+07
  0.102295E-04  0.241329E+07  0.241329E+07  0.321753E+07  0.321753E+07  0.000000E+00  0.241329E+07
  0.103323E-04  0.241329E+07  0.241329E+07  0.321753E+07  0.321753E+07  0.000000E+00  0.241329E+07
  0.104362E-04  0.241329E+07  0.241329E+07  0.321753E+07  0.321752E+07  0.000000E+00  0.241329E+07
  0.105411E-04  0.241329E+07  0.241329E+07  0.321752E+07  0.321752E+07  0.000000E+00  0.241329E+07
  0.106470E-04  0.241329E+07  0.241329E+07  0.321752E+07  0.321752E+07  0.000000E+00  0.241329E+07
  0.107540E-04  0.241329E+07  0.241329E+07  0.321751E+07  0.321751E+07  0.000000E+00  0.241329E+07
  0.108621E-04  0.241329E+07  0.241329E+07  0.321751E+07  0.321751E+07  0.000000E+00  0.241329E+07
  0.109712E-04  0.241329E+07  0.241329E+07  0.321751E+07  0.321750E+07  0.000000E+00  0.241329E+07
  0.110815E-04  0.241329E+07  0.241329E+07  0.321750E+07  0.321750E+07  0.000000E+00  0.241329E+07
  0.111929E-04  0.241329E+07  0.241329E+07  0.321750E+07  0.321749E+07  0.000000E+00  0.241329E+07
  0.113054E-04  0.241329E+07  0.241329E+07  0.321749E+07  0.321749E+07  0.000000E+00  0.241329E+07
  0.114190E-04  0.241329E+07  0.241329E+07  0.321749E+07  0.321748E+07  0.000000E+00  0.241329E+07
  0.115337E-04  0.241329E+07  0.241329E+07  0.321748E+07  0.321748E+07  0.000000E+00  0.241329E+07
  0.116497E-04  0.241329E+07  0.241329E+07  0.321748E+07  0.321747E+07  0.000000E+00  0.241329E+07
  0.117667E-04  0.241329E+07  0.241329E+07  0.321747E+07  0.321747E+07  0.000000E+00  0.241329E+07
  0.118850E-04  0.241329E+07  0.241329E+07  0.321747E+07  0.321746E+07  0.000000E+00  0.241329E+07
  0.120044E-04  0.241329E+07  0.241329E+07  0.321746E+07  0.321746E+07  0.000000E+00  0.241329E+07
  0.121251E-04  0.241329E+07  0.241329E+07  0.321746E+07  0.321745E+07  0.000000E+00  0.241329E+07
  0.122470E-04  0.241329E+07  0.241329E+07  0.321745E+07  0.321745E+07  0.000000E+00  0.241329E+07
  0.123700E-04  0.241329E+07  0.241329E+07  0.321745E+07  0.321744E+07  0.000000E+00  0.241329E+07
  0.124944E-04  0.241329E+07  0.241329E+07  0.321744E+07  0.321744E+07  0.000000E+00  0.241329E+07
  0.126199E-04  0.241329E+07  0.241329E+07  0.321744E+07  0.321743E+07  0.000000E+00  0.241329E+07
  0.127468E-04  0.241329E+07  0.241329E+07  0.321743E+07  0.321743E+07  0.000000E+00  0.241329E+07
  0.128749E-04  0.241329E+07  0.241329E+07  0.321742E+07  0.321742E+07  0.000000E+00  0.241329E+07
  0.130043E-04  0.241329E+07  0.241329E+07  0.321742E+07  0.321741E+07  0.000000E+00  0.241329E+07
  0.131350E-04  0.241329E+07  0.241329E+07  0.321741E+07  0.321741E+07  0.000000E+00  0.241329E+07
  0.132670E-04  0.241329E+07  0.241329E+07  0.321741E+07  0.321740E+07  0.000000E+00  0.241329E+07
  0.134003E-04  0.241329E+07  0.241329E+07  0.321740E+07  0.321739E+07  0.000000E+00  0.241329E+07
  0.135350E-04  0.241329E+07  0.241329E+07  0.321739E+07  0.321739E+07  0.000000E+00  0.241329E+07
  0.136710E-04  0.241329E+07  0.241329E+07  0.321739E+07  0.321738E+07  0.000000E+00  0.241329E+07
  0.138084E-04  0.241329E+07  0.241329E+07  0.321738E+07  0.321737E+07  0.000000E+00  0.241329E+07
  0.139472E-04  0.241329E+07  0.241329E+07  0.321737E+07  0.321737E+07  0.000000E+00  0.241329E+07
  0.140874E-04  0.241329E+07  0.241329E+07  0.321736E+07  0.321736E+07  0.000000E+00  0.241329E+07
  0.142289E-04  0.241329E+07  0.241329E+07  0.321736E+07  0.321735E+07  0.000000E+00  0.241329E+07
  0.143719E-04  0.241329E+07  0.241329E+07  0.321735E+07  0.321735E+07  0.000000E+00  0.241329E+07
  0.145164E-04  0.241329E+07  0.241329E+07  0.321734E+07  0.321734E+07  0.000000E+00  0.241329E+07
  0.146623E-04  0.241329E+07  0.241329E+07  0.321734E+07  0.321733E+07  0.000000E+00  0.241329E+07
  0.148096E-04  0.241329E+07  0.241329E+07  0.321733E+07  0.321732E+07  0.000000E+00  0.241329E+07
  0.149585E-04  0.241329E+07  0.241329E+07  0.321732E+07  0.321731E+07  0.000000E+00  0.241329E+07
  0.151088E-04  0.241329E+07  0.241329E+07  0.321731E+07  0.321731E+07  0.000000E+00  0.241329E+07
  0.152606E-04  0.241329E+07  0.241329E+07  0.321730E+07  0.321730E+07  0.000000E+00  0.241329E+07
  0.154140E-04  0.241329E+07  0.241329E+07  0.321729E+07  0.321729E+07  0.000000E+00  0.241329E+07
  0.155689E-04  0.241329E+07  0.241329E+07  0.321729E+07  0.321728E+07  0.000000E+00  0.241329E+07
  0.157254E-04  0.241329E+07  0.241329E+07  0.321728E+07  0.321727E+07  0.000000E+00  0.241329E+07
  0.158834E-04  0.241329E+07  0.241329E+07  0.321727E+07  0.321726E+07  0.000000E+00  0.241329E+07
  0.160431E-04  0.241329E+07  0.241329E+07  0.321726E+07  0.321725E+07  0.000000E+00  0.241329E+07
